"编号","日期","入睡时间","睡眠时长","睡眠质量（1-10）","单日步数/步","自行车骑行时长/min","体育锻炼记录","思考用脑时长/min","有无服用抗生素","是否排泄规律"
"026a7d8f","2015-12-01","1点到2点","7h到8h","8","0","20","跑步1km","1440","0","1"
"026a7d8f","2015-12-02","1点到2点","7h到8h","8","0","10","跑步500m","1440","0","1"
"026a7d8f","2015-12-03","1点到2点","7h到8h","8","0","10","跑步500m","1440","0","1"
"026a7d8f","2015-12-04","2点以后","7h到8h","8","0","10","无","1440","0","1"
"026a7d8f","2015-12-05","24点到1点","大于8小时","8","0","0","0","1440","0","1"
"026a7d8f","2015-12-06","1点到2点","大于8小时","8","0","0","0","1440","0","1"
"026a7d8f","2015-12-07","1点到2点","大于8小时","9","0","0","1km","1440","0","0"
"026a7d8f","2015-12-08","1点到2点","7h到8h","8","0","0","1km","1440","0","1"
"0328a42b","2015-12-01","24点到1点","7h到8h","10","1000","30","无","8小时","1","1"
"0328a42b","2015-12-02","24点到1点","6h到7h","10","5000","30","无","6H","1","1"
"0328a42b","2015-12-03","24点到1点","6h到7h","10","5000","30","无","8H","1","1"
"0328a42b","2015-12-04","24点到1点","6h到7h","10","5000","30","无","8H","1","1"
"0328a42b","2015-12-05","24点到1点","6h到7h","10","15000","0","无","8H","1","1"
"0328a42b","2015-12-06","24点到1点","6h到7h","10","100","0","无","8H","1","1"
"0328a42b","2015-12-07","24点到1点","6h到7h","10","500","30","短跑","8H","1","1"
"06ec0a84","2015-12-01","23点到24点","6h到7h","1","7136","30","篮球比赛","900","0","1"
"06ec0a84","2015-12-02","24点到1点","6h到7h","6","5225","30","行走","600","0","1"
"06ec0a84","2015-12-03","24点到1点","6h到7h","7","7388","40","篮球比赛","600","0","1"
"06ec0a84","2015-12-04","2点以后","小于5小时","6","5250","50","球赛","900","0","1"
"06ec0a84","2015-12-05","23点到24点","6h到7h","7","4700","30","骑车","600","0","1"
"06ec0a84","2015-12-06","23点到24点","6h到7h","8","4677","40","篮球","600","0","1"
"06ec0a84","2015-12-07","24点到1点","6h到7h","7","6318","40","篮球","900","0","1"
"0890d755","2015-12-01","23点到24点","7h到8h","8","5000","40","下午打篮球2小时","3602","0","0"
"0890d755","2015-12-02","23点到24点","6h到7h","8","6000","50","无","6000","0","1"
"0890d755","2015-12-03","23点到24点","6h到7h","8","4500","40","无","360","0","1"
"0890d755","2015-12-04","23点到24点","6h到7h","9","10000","30","无","300","0","1"
"0890d755","2015-12-05","23点到24点","大于8小时","9","3000","30","无","300","0","1"
"0890d755","2015-12-06","24点到1点","6h到7h","8","6000","40","无","120","0","1"
"0890d755","2015-12-07","23点到24点","7h到8h","8","10000","50","无","360","0","1"
"08f68f55","2015-12-01","24点到1点","6h到7h","6","0","40","无","480","0","1"
"08f68f55","2015-12-02","24点到1点","7h到8h","6","5000","40","无","240","0","1"
"08f68f55","2015-12-03","24点到1点","6h到7h","4","0","40","无","600","0","0"
"08f68f55","2015-12-04","24点到1点","7h到8h","6","0","30","体育课，擒拿格斗","500","0","1"
"08f68f55","2015-12-05","24点到1点","7h到8h","6","0","50","无","600","0","1"
"08f68f55","2015-12-06","23点到24点","大于8小时","6","0","0","无","240","0","1"
"08f68f55","2015-12-07","24点到1点","7h到8h","6","0","45","无","238","0","0"
"0a80c1dd","2015-12-01","24点到1点","6h到7h","7","8915","10","散步","60","0","1"
"0a80c1dd","2015-12-02","22点以前","小于5小时","5","9349","50","无","60","0","0"
"0a80c1dd","2015-12-03","22点以前","小于5小时","5","4538","50","无","60","0","0"
"0a80c1dd","2015-12-04","22点以前","小于5小时","6","9009","50","无","50","0","0"
"0a80c1dd","2015-12-05","22点以前","小于5小时","4","6744","50","无","50","0","0"
"0a80c1dd","2015-12-06","22点以前","小于5小时","5","0","50","无","50","0","0"
"0a80c1dd","2015-12-07","22点以前","小于5小时","6","0","40","无","40","0","0"
"0bc2f24f","2015-12-01","23点到24点","大于8小时","7","2000","0","无","120","0","1"
"0bc2f24f","2015-12-02","24点到1点","7h到8h","7","6000","0","无","0","0","0"
"0bc2f24f","2015-12-03","24点到1点","大于8小时","1","1000","0","无","90","0","1"
"0bc2f24f","2015-12-04","24点到1点","大于8小时","1","2000","0","无","100","0","1"
"0bc2f24f","2015-12-05","1点到2点","大于8小时","7","1000","0","无","50","0","1"
"0bc2f24f","2015-12-06","24点到1点","大于8小时","7","1000","0","无","50","0","1"
"0bc2f24f","2015-12-07","23点到24点","大于8小时","9","1000","0","无","40","0","1"
"0c5112d3","2015-12-01","23点到24点","6h到7h","10","4431","0","无","400","0","1"
"0c5112d3","2015-12-02","23点到24点","6h到7h","9","13566","0","慢跑7km","400","0","1"
"0c5112d3","2015-12-03","24点到1点","5h到6h","9","7163","0","无","500","0","1"
"0c5112d3","2015-12-04","24点到1点","5h到6h","9","13338","5","roaming","495","1","1"
"0c5112d3","2015-12-05","24点到1点","大于8小时","9","8960","0","无","300","0","1"
"0c5112d3","2015-12-06","2点以后","7h到8h","9","16685","20","间歇跑","200","0","1"
"0c5112d3","2015-12-07","1点到2点","5h到6h","9","8830","0","abs workout","297","0","1"
"0e13b2c5","2015-12-01","22点到23点","6h到7h","7","3000","0","走路","300","0","1"
"0e13b2c5","2015-12-02","22点以前","小于5小时","7","2256","0","无","3000","0","1"
"0e13b2c5","2015-12-03","22点以前","5h到6h","7","1500","30","无","300","0","1"
"0e13b2c5","2015-12-04","22点以前","5h到6h","7","1520","20","无","300","0","1"
"0e13b2c5","2015-12-05","22点到23点","5h到6h","7","2315","20","无","200","0","1"
"0e13b2c5","2015-12-06","22点到23点","5h到6h","7","5000","0","无","100","0","1"
"0e13b2c5","2015-12-07","22点到23点","5h到6h","7","5000","0","无","100","0","1"
"0e13b2c5","2015-12-08","23点到24点","5h到6h","7","5000","20","无","300","0","1"
"0ffd0774","2015-12-01","1点到2点","5h到6h","8","0","5","滑滑板 5min","1080","0","0"
"0ffd0774","2015-12-02","1点到2点","6h到7h","9","0","0","无","18*24","0","1"
"0ffd0774","2015-12-03","1点到2点","7h到8h","8","0","0","无","1020","0","1"
"0ffd0774","2015-12-04","24点到1点","6h到7h","10","0","0","篮球2h","1020","0","1"
"0ffd0774","2015-12-05","1点到2点","7h到8h","10","0","20","无","1020","0","1"
"0ffd0774","2015-12-06","1点到2点","6h到7h","10","0","0","无","1020","0","1"
"0ffd0774","2015-12-07","23点到24点","6h到7h","8","0","0","无","1040","0","1"
"11ab9d70","2015-12-01","24点到1点","6h到7h","8","152","20","0","15","0","1"
"11ab9d70","2015-12-02","24点到1点","6h到7h","8","3863","0","0","13","0","1"
"11ab9d70","2015-12-03","1点到2点","5h到6h","6","7393","0","0","720","0","0"
"11ab9d70","2015-12-04","1点到2点","5h到6h","7","4622","0","0","720","0","1"
"11ab9d70","2015-12-05","23点到24点","大于8小时","8","1688","0","0","150","0","1"
"11ab9d70","2015-12-06","23点到24点","大于8小时","9","321","0","0","150","0","1"
"11ab9d70","2015-12-07","1点到2点","小于5小时","8","6482","00","0","150","0","1"
"11ab9d70","2015-12-08","1点到2点","小于5小时","8","7741","0","0","600","0","1"
"1a7492ab","2015-12-01","1点到2点","5h到6h","6","5690","20","慢跑 10min
网球 1h","400","0","1"
"1a7492ab","2015-12-02","24点到1点","6h到7h","8","0","20","慢跑15分钟","250","0","1"
"1a7492ab","2015-12-03","24点到1点","7h到8h","7","0","20","慢跑5分钟","200","0","1"
"1a7492ab","2015-12-04","24点到1点","6h到7h","8","0","25","慢跑10min","300","0","1"
"1a7492ab","2015-12-05","24点到1点","大于8小时","9","0","10","无","300","0","1"
"1a7492ab","2015-12-06","2点以后","5h到6h","2","0","0","慢跑10min","100","0","1"
"1a7492ab","2015-12-07","24点到1点","6h到7h","8","0","20","无","350","0","1"
"1addb422","2015-12-01","24点到1点","6h到7h","6","12241","30","无","240","0","1"
"1addb422","2015-12-02","23点到24点","6h到7h","7","18949","10","无","180","0","1"
"1addb422","2015-12-03","24点到1点","6h到7h","4","0","20","无","180","0","1"
"1addb422","2015-12-04","24点到1点","6h到7h","7","20413","30","无","300","0","1"
"1addb422","2015-12-05","22点以前","大于8小时","10","21381","0","无","360","0","1"
"1addb422","2015-12-06","24点到1点","大于8小时","9","15384","0","无","600","0","1"
"1addb422","2015-12-07","24点到1点","5h到6h","3","13892","40","无","360","0","1"
"1ba3aa53","2015-12-01","24点到1点","6h到7h","8","12339","5","跑步40min","480","0","0"
"1ba3aa53","2015-12-02","24点到1点","6h到7h","7","16832","0","跑步一小时","400","0","0"
"1ba3aa53","2015-12-03","23点到24点","6h到7h","6","11664","0","南体跑步10圈","480","0","0"
"1ba3aa53","2015-12-04","24点到1点","6h到7h","6","0","10","无","240","0","0"
"1ba3aa53","2015-12-05","23点到24点","6h到7h","5","0","5","无","240","0","0"
"1ba3aa53","2015-12-06","24点到1点","6h到7h","7","4400","10","无","480","0","0"
"1ba3aa53","2015-12-07","23点到24点","小于5小时","7","15161","10","运动和力量训练共一小时","420","0","0"
"1ba3aa53","2015-12-08","24点到1点","6h到7h","7","0","0","跑步一小时","420","0","0"
"1d5e24cf","2015-12-01","24点到1点","6h到7h","9","2800","20","无","300","0","0"
"1d5e24cf","2015-12-02","24点到1点","大于8小时","9","2400","35","无（上午献血200ml）","180","0","1"
"1d5e24cf","2015-12-03","24点到1点","6h到7h","9","2700","40","无","300","0","1"
"1d5e24cf","2015-12-04","24点到1点","6h到7h","7","0","20","无","359","0","0"
"1d5e24cf","2015-12-05","23点到24点","大于8小时","8","9800","50","无","280","0","1"
"1d5e24cf","2015-12-06","2点以后","7h到8h","6","2600","10","无","180","0","1"
"1d5e24cf","2015-12-07","24点到1点","6h到7h","7","3400","15","无","420","0","1"
"21a1ae17","2015-12-01","1点到2点","5h到6h","8","0","20","无","190","0","1"
"21a1ae17","2015-12-02","1点到2点","5h到6h","9","0","20","无","300","0","1"
"21a1ae17","2015-12-03","1点到2点","6h到7h","8","0","20","无","200","0","1"
"21a1ae17","2015-12-04","23点到24点","7h到8h","10","0","20","体育课哈哈哈哈哈","300","0","1"
"21a1ae17","2015-12-05","24点到1点","大于8小时","10","0","0","无","250","0","1"
"21a1ae17","2015-12-06","24点到1点","大于8小时","9","0","0","无","300","0","1"
"21a1ae17","2015-12-07","23点到24点","7h到8h","9","0","20","无","250","0","1"
"21e68b1c","2015-12-01","24点到1点","7h到8h","7","0","30","无","800","0","1"
"21e68b1c","2015-12-02","24点到1点","大于8小时","9","0","30","无","400","0","1"
"21e68b1c","2015-12-03","24点到1点","7h到8h","5","0","25","无","60","0","1"
"21e68b1c","2015-12-04","24点到1点","7h到8h","7","0","30","无","500","0","1"
"21e68b1c","2015-12-05","1点到2点","大于8小时","7","0","18","跑步 30min","560","0","1"
"21e68b1c","2015-12-06","1点到2点","7h到8h","7","0","15","跑步20min","700min","0","1"
"21e68b1c","2015-12-07","24点到1点","大于8小时","8","0","30","跑步一千米 打乒乓球","480","0","1"
"2443d7f3","2015-12-01","23点到24点","6h到7h","8","6805","30","无","240","0","1"
"2443d7f3","2015-12-02","24点到1点","6h到7h","8","8826","40","无","600","0","1"
"2443d7f3","2015-12-03","24点到1点","6h到7h","6","11088","40","跑步200米 俯卧撑若干","480","0","1"
"2443d7f3","2015-12-04","24点到1点","6h到7h","6","15000","30","体育课85min","600","0","1"
"2443d7f3","2015-12-05","24点到1点","6h到7h","8","0","30","无","720","0","1"
"2443d7f3","2015-12-06","24点到1点","6h到7h","8","7000","30","无","600","0","1"
"2443d7f3","2015-12-07","24点到1点","6h到7h","8","0","40","散步20分钟","480","0","1"
"255fa7ab","2015-12-01","24点到1点","6h到7h","6","1000","35","无","900","0","1"
"255fa7ab","2015-12-02","24点到1点","6h到7h","4","2000","35","无","900","0","0"
"255fa7ab","2015-12-03","23点到24点","7h到8h","7","1300","30","无","900","0","0"
"255fa7ab","2015-12-04","24点到1点","6h到7h","4","2500","40","游泳一小时","850","0","1"
"255fa7ab","2015-12-05","23点到24点","大于8小时","8","800","10","无","700","0","1"
"255fa7ab","2015-12-06","2点以后","7h到8h","6","400","0","无","850","0","1"
"255fa7ab","2015-12-07","23点到24点","7h到8h","7","1500","35","无","900","0","1"
"256c0690","2015-12-01","2点以后","小于5小时","1","0","20","无","600","0","1"
"28b8598c","2015-12-01","22点以前","5h到6h","9","9243","40","骑车 爬楼梯","15","0","1"
"28b8598c","2015-12-02","22点以前","6h到7h","7","10337","20","爬楼梯","400","0","1"
"28b8598c","2015-12-03","22点以前","6h到7h","7","5670","55","骑车","590","0","1"
"28b8598c","2015-12-04","22点以前","5h到6h","7","7889","30","爬楼梯","230","0","1"
"28b8598c","2015-12-05","23点到24点","6h到7h","9","8966","24","爬楼梯 骑车","580","0","1"
"28b8598c","2015-12-06","23点到24点","7h到8h","8","9973","10","爬楼梯","600","0","1"
"2c2a59fe","2015-12-01","24点到1点","6h到7h","10","0","20","15个引体向上","480","0","1"
"2c2a59fe","2015-12-02","24点到1点","5h到6h","9","5498","10","3:40-5:00打过了较为激烈的篮球","400","0","1"
"2c2a59fe","2015-12-03","23点到24点","6h到7h","6","0","20","5个引体向上","360","0","1"
"2c2a59fe","2015-12-04","23点到24点","6h到7h","7","0","20","一节体育课，打了1个多小时篮球。","180","0","1"
"2c2a59fe","2015-12-05","23点到24点","7h到8h","10","1400","0","无","600","0","1"
"2c2a59fe","2015-12-06","22点到23点","大于8小时","10","0","10","无","300","0","1"
"2c2a59fe","2015-12-07","23点到24点","6h到7h","9","0","20","1小时篮球","480","0","1"
"348a7344","2015-12-01","23点到24点","6h到7h","10","0","15","无","300","0","1"
"348a7344","2015-12-02","22点到23点","6h到7h","10","0","20","打排球","360","0","1"
"348a7344","2015-12-03","22点到23点","6h到7h","10","0","25","体育课打羽毛球2小时","360","0","1"
"348a7344","2015-12-04","22点到23点","6h到7h","10","0","20","打排球2小时","240","0","1"
"348a7344","2015-12-05","23点到24点","6h到7h","10","0","20","无","6","0","0"
"348a7344","2015-12-06","22点到23点","7h到8h","10","0","0","拉伸运动","7","0","0"
"348a7344","2015-12-07","1点到2点","6h到7h","10","0","0","走路","360","0","1"
"390557d6","2015-12-01","23点到24点","6h到7h","9","3981","20","无","10*60","0","1"
"390557d6","2015-12-02","24点到1点","7h到8h","9","2534","10","无","10*60","0","1"
"390557d6","2015-12-03","24点到1点","6h到7h","9","2334","10","无","12*60","0","1"
"390557d6","2015-12-04","22点以前","小于5小时","5","243","30","体育课跳舞","420","0","1"
"390557d6","2015-12-05","24点到1点","大于8小时","8","149","0","无","420","0","1"
"390557d6","2015-12-06","24点到1点","7h到8h","9","2137","10","无","420","0","1"
"390557d6","2015-12-07","24点到1点","6h到7h","5","2459","10","无","450","0","1"
"3966650b","2015-12-01","23点到24点","7h到8h","4","2000","40","光明体育场跑5圈","180","0","1"
"3966650b","2015-12-02","23点到24点","6h到7h","7","1500","55","无","200","0","1"
"3966650b","2015-12-03","1点到2点","5h到6h","2","1500","45","光明体育场2圈冲刺 2圈慢跑 1圈走","200","0","1"
"3966650b","2015-12-04","1点到2点","小于5小时","2","10000","30","体育课打网球 光明体育场4圈","200","0","1"
"3966650b","2015-12-05","2点以后","大于8小时","2","500","30","一天几乎都宅在寝室里","400","0","1"
"3966650b","2015-12-06","1点到2点","5h到6h","3","1500","40","走步1000米","200","0","1"
"3966650b","2015-12-07","2点以后","6h到7h","2","1000","50","无","300","0","1"
"3e5f7988","2015-12-01","23点到24点","7h到8h","10","0","45","无","180","0","0"
"3e5f7988","2015-12-02","23点到24点","7h到8h","8","0","50","无","360","0","0"
"3e5f7988","2015-12-03","24点到1点","6h到7h","9","0","40","无","350","0","1"
"3e5f7988","2015-12-04","24点到1点","7h到8h","9","0","35","无","250","0","1"
"3e5f7988","2015-12-05","23点到24点","6h到7h","9","0","40","乒乓球","100","0","1"
"3e5f7988","2015-12-06","24点到1点","6h到7h","8","0","50","无","200","0","1"
"3e5f7988","2015-12-07","23点到24点","7h到8h","9","0","120","跑步30min","180","0","1"
"42266ff4","2015-12-01","23点到24点","7h到8h","7","5000","20","无","300","0","1"
"42266ff4","2015-12-02","23点到24点","7h到8h","6","5000","5","无","300","0","1"
"42266ff4","2015-12-03","23点到24点","大于8小时","9","1000","5","无","200","0","0"
"42266ff4","2015-12-04","24点到1点","大于8小时","9","2000","10","无","400","0","0"
"42266ff4","2015-12-05","23点到24点","7h到8h","2","2000","5","无","500","0","1"
"42266ff4","2015-12-06","23点到24点","7h到8h","9","2000","5","无","200","0","0"
"42266ff4","2015-12-07","24点到1点","7h到8h","10","4000","20","无","500","0","1"
"425f491d","2015-12-01","24点到1点","7h到8h","7","6110","30","无","300","0","1"
"425f491d","2015-12-02","24点到1点","6h到7h","4","5294","0","无","300","0","1"
"425f491d","2015-12-03","23点到24点","7h到8h","6","7263","15","无","300","0","1"
"425f491d","2015-12-04","1点到2点","5h到6h","6","6465","10","无","300","0","1"
"425f491d","2015-12-05","1点到2点","大于8小时","6","6225","10","无","60","0","1"
"425f491d","2015-12-06","1点到2点","大于8小时","6","3262","10","无","120","0","1"
"425f491d","2015-12-07","24点到1点","6h到7h","6","7225","10","无","100","0","1"
"43712474","2015-12-01","23点到24点","7h到8h","9","3762","15","无","120","0","0"
"43712474","2015-12-02","23点到24点","7h到8h","8","5272","15","走路20min","120","0","0"
"43712474","2015-12-03","24点到1点","7h到8h","8","6657","15","走路30min","180","0","1"
"43712474","2015-12-04","23点到24点","7h到8h","9","4198","30","无","180","0","1"
"43712474","2015-12-05","24点到1点","7h到8h","9","6000","0","无","120","0","1"
"43712474","2015-12-06","24点到1点","大于8小时","9","2886","0","0","180","0","1"
"43712474","2015-12-07","24点到1点","7h到8h","7","4672","15","无","120","0","1"
"43f818b9","2015-12-01","24点到1点","6h到7h","4","0","25","骑自行车，步行","360","0","0"
"43f818b9","2015-12-02","24点到1点","6h到7h","7","0","30","自行车","330","0","1"
"43f818b9","2015-12-03","1点到2点","6h到7h","5","0","15","骑自行车，步行","510","0","0"
"43f818b9","2015-12-04","24点到1点","5h到6h","3","0","20","跑步，骑车，打太极拳","330","0","1"
"43f818b9","2015-12-05","24点到1点","6h到7h","5","0","20","骑自行车，步行","450","0","0"
"43f818b9","2015-12-06","1点到2点","5h到6h","4","0","30","骑自行车，步行","480","0","1"
"464ae80d","2015-12-01","23点到24点","6h到7h","8","3251","27","踢足球2h","330","0","0"
"464ae80d","2015-12-02","23点到24点","6h到7h","8","9973","26","跑步2km","200","0","1"
"47239d4a","2015-12-01","24点到1点","大于8小时","9","3863","20","篮球 1个半小时","30","0","1"
"47239d4a","2015-12-02","23点到24点","大于8小时","8","3598","0","跑步30min，健身1h","20","0","1"
"47239d4a","2015-12-03","1点到2点","7h到8h","10","5367","25","无","20","0","1"
"47239d4a","2015-12-04","24点到1点","大于8小时","7","2936","20","篮球2小时","10","0","1"
"47239d4a","2015-12-05","24点到1点","大于8小时","9","1456","0","无","60","0","1"
"47239d4a","2015-12-06","24点到1点","大于8小时","6","2341","20","无","120","0","1"
"47239d4a","2015-12-07","24点到1点","6h到7h","4","5664","20","无","200","0","1"
"47239d4a","2015-12-08","23点到24点","大于8小时","8","9625","20","无","20","0","1"
"4a66bb4a","2015-12-01","24点到1点","7h到8h","8","5900","30","无","400","0","1"
"4a66bb4a","2015-12-02","24点到1点","7h到8h","8","3300","20","无","300","0","1"
"4a66bb4a","2015-12-03","24点到1点","7h到8h","8","4000","25","无","300","0","1"
"4a66bb4a","2015-12-04","24点到1点","6h到7h","7","3000","20","体育课踢球一个半小时","200","0","1"
"4a66bb4a","2015-12-05","1点到2点","7h到8h","9","2800","0","无","400","0","1"
"4a66bb4a","2015-12-06","1点到2点","7h到8h","8","800","10","无","300","0","1"
"4a66bb4a","2015-12-07","24点到1点","7h到8h","7","5700","30","无","400","0","1"
"4f80b39f","2015-12-01","24点到1点","6h到7h","10","5374","30","无","120","0","0"
"4f80b39f","2015-12-02","1点到2点","5h到6h","9","14780","60","慢跑40min 仰卧起坐20 跳绳100个","240","0","1"
"4f80b39f","2015-12-03","24点到1点","6h到7h","10","5874","40","无","200","0","1"
"4f80b39f","2015-12-04","24点到1点","6h到7h","8","8886","20","无","200","0","0"
"4f80b39f","2015-12-05","24点到1点","6h到7h","10","6540","0","无","200","0","0"
"4f80b39f","2015-12-06","24点到1点","7h到8h","9","6700","0","无","200","0","1"
"4f80b39f","2015-12-07","24点到1点","7h到8h","9","8023","20","无","300","0","0"
"51dd4363","2015-12-01","1点到2点","5h到6h","7","1905","20","无","600","0","1"
"51dd4363","2015-12-02","24点到1点","6h到7h","7","935","16","无","480","0","1"
"51dd4363","2015-12-03","24点到1点","6h到7h","7","1035","15","无","480","0","1"
"51dd4363","2015-12-04","24点到1点","7h到8h","8","2086","20","无","240","0","1"
"51dd4363","2015-12-05","24点到1点","7h到8h","8","462","15","无","480","0","1"
"51dd4363","2015-12-06","24点到1点","7h到8h","8","4249","20","无","60","1","1"
"51dd4363","2015-12-07","23点到24点","7h到8h","8","1264","15","无","300","1","1"
"52faf411","2015-12-01","24点到1点","6h到7h","10","7598","0","体育课 跳有氧拉丁45min","300","0","1"
"52faf411","2015-12-02","23点到24点","6h到7h","10","13850","0","除了步行之外 没有特别的体育锻炼","400","0","1"
"52faf411","2015-12-03","2点以后","5h到6h","10","2284","0","无","300","1","1"
"52faf411","2015-12-04","22点以前","大于8小时","10","11266","0","无","210","1","1"
"52faf411","2015-12-05","23点到24点","7h到8h","10","7641","0","无","120","1","1"
"52faf411","2015-12-06","24点到1点","大于8小时","10","8607","0","无","120","1","1"
"52faf411","2015-12-07","23点到24点","7h到8h","10","6206","0","无","400","0","1"
"5421a2c2","2015-12-01","24点到1点","大于8小时","10","5309","30","无","500","0","1"
"5421a2c2","2015-12-02","24点到1点","7h到8h","10","7343","30","无","200","0","1"
"5421a2c2","2015-12-03","1点到2点","7h到8h","10","4013","10","无","400","0","1"
"5421a2c2","2015-12-04","1点到2点","7h到8h","10","7975","20","无","200","0","1"
"5421a2c2","2015-12-05","24点到1点","大于8小时","10","8000","0","无","150","0","1"
"5421a2c2","2015-12-06","24点到1点","大于8小时","10","10000","0","无","200","0","1"
"5421a2c2","2015-12-07","2点以后","小于5小时","10","8000","10","无","500","0","1"
"55ab7616","2015-12-01","2点以后","小于5小时","8","8486","15","无","400","0","1"
"55ab7616","2015-12-02","2点以后","5h到6h","6","0","20","无","360","0","1"
"55ab7616","2015-12-03","24点到1点","大于8小时","10","0","20","跳舞一小时","120","0","1"
"55ab7616","2015-12-04","1点到2点","7h到8h","8","0","20","健美操2小时","450","0","0"
"55ab7616","2015-12-05","2点以后","小于5小时","7","0","20","无","60","0","0"
"55ab7616","2015-12-06","1点到2点","大于8小时","10","0","20","无","60","0","0"
"55ab7616","2015-12-07","2点以后","小于5小时","1","0","40","无","180","0","0"
"562c5731","2015-12-01","23点到24点","6h到7h","7","5120","30","无剧烈体育锻炼","600","0","1"
"562c5731","2015-12-02","1点到2点","大于8小时","8","11048","30","6:30--9:30 打乒乓球","600","0","1"
"562c5731","2015-12-03","1点到2点","大于8小时","6","1754","30","无","480","0","1"
"562c5731","2015-12-04","1点到2点","小于5小时","6","9214","300","身体素质训练 1h30min","10","0","1"
"562c5731","2015-12-05","22点以前","7h到8h","7","11436","0","无剧烈运动","240","0","1"
"562c5731","2015-12-06","1点到2点","大于8小时","8","180","0","无","240","0","1"
"562c5731","2015-12-07","24点到1点","6h到7h","7","6716","30","无剧烈运动","600","0","1"
"5683c896","2015-12-01","24点到1点","6h到7h","10","6225","0","家庭无氧10分钟","250","0","1"
"5683c896","2015-12-02","23点到24点","6h到7h","10","4225","0","无","180","0","1"
"5683c896","2015-12-03","24点到1点","6h到7h","10","4024","0","无","240","0","1"
